scope,condition,seed,threshold,margin,paths,prefinal_commits,prefinal_errors,prefinal_committed_error_rate,committed_state_coverage,committed_revision_rate_per_path,revision_opportunities,revision_rate_per_opportunity,premature_exposure_rate,stage_two_path_coverage,time_to_first_commit,final_state_identity,stage1_committed_count,stage1_coverage,stage1_errors,stage1_committed_error_rate,stage2_committed_count,stage2_coverage,stage2_errors,stage2_committed_error_rate
official_test,B2,1,0.16,0.0,6204,9692,4226,0.43602971522905487,0.7811089619600258,0.4016763378465506,9692,0.25711927362773423,0.20261121856866537,0.9003868471953579,1.4377820760799485,1.0,4106,0.6618310767246938,1956,0.47637603507062837,5586,0.9003868471953579,2270,0.4063730755460079
official_test,B2,1,0.17,0.0,6204,9545,4162,0.4360398114195914,0.7692617666021921,0.3915215989684075,9545,0.2544787847040335,0.19987105093488072,0.8915215989684074,1.4614764667956157,1.0,4014,0.6470019342359767,1912,0.4763328350772297,5531,0.8915215989684074,2250,0.40679804736937264
official_test,B2,1,0.18,0.0,6204,9344,4085,0.4371789383561644,0.7530625402965828,0.38104448742746616,9344,0.2529965753424658,0.1950354609929078,0.8794326241134752,1.4938749194068344,1.0,3888,0.6266924564796905,1862,0.47890946502057613,5456,0.8794326241134752,2223,0.40744134897360706
official_test,B2,1,0.19,0.0,6204,9151,3997,0.43678286526062726,0.7375080593165699,0.365892972275951,9151,0.24806032127636324,0.19052224371373308,0.8660541586073501,1.5249838813668601,1.0,3778,0.6089619600257898,1800,0.4764425622022234,5373,0.8660541586073501,2197,0.4088963335194491
official_test,B2,1,0.2,0.0,6204,8984,3940,0.4385574354407836,0.7240490006447453,0.35718891038039974,8984,0.2466607301869991,0.18745970341715024,0.8536428110896196,1.5519019987105094,1.0,3688,0.594455190199871,1768,0.4793926247288503,5296,0.8536428110896196,2172,0.41012084592145015
official_test,B2,1,0.21,0.0,6204,8842,3893,0.44028500339289756,0.7126047711154094,0.35025789813023855,8842,0.24575887808188193,0.18536428110896197,0.8439716312056738,1.5747904577691811,1.0,3606,0.5812379110251451,1738,0.4819744869661675,5236,0.8439716312056738,2155,0.4115737203972498
official_test,B2,1,0.22,0.0,6204,8673,3826,0.44113916753141935,0.6989845261121856,0.3405867182462927,8673,0.24362965525193128,0.18133462282398452,0.8305931656995487,1.6020309477756287,1.0,3520,0.5673758865248227,1698,0.4823863636363636,5153,0.8305931656995487,2128,0.412963322336503
official_test,B2,1,0.23,0.0,6204,8522,3775,0.44297113353672846,0.6868149580915538,0.3334945196647324,8522,0.24278338418211687,0.17827208252740168,0.8197936814958091,1.6263700838168924,1.0,3436,0.5538362346872985,1666,0.4848661233993015,5086,0.8197936814958091,2109,0.41466771529689345
official_test,B2,1,0.24,0.0,6204,8359,3722,0.44526857279578896,0.6736782720825274,0.3246292714377821,8359,0.24093791123340114,0.17472598323662153,0.806415215989684,1.6526434558349452,1.0,3356,0.5409413281753708,1636,0.48748510131108463,5003,0.806415215989684,2086,0.4169498301019388
official_test,B2,1,0.25,0.0,6204,8159,3637,0.4457654124279936,0.6575596389426177,0.3165699548678272,8159,0.24071577399191077,0.1710186976144423,0.7925531914893617,1.6848807221147646,1.0,3242,0.5225660863958737,1586,0.4892041949413942,4917,0.7925531914893617,2051,0.41712426276184666
official_test,B2,1,0.26,0.0,6204,8007,3561,0.44473585612588984,0.6453094777562862,0.30754352030947774,8007,0.2382914949419258,0.16795615731785946,0.7790135396518375,1.7093810444874276,1.0,3174,0.511605415860735,1554,0.4896030245746692,4833,0.7790135396518375,2007,0.41527001862197394
official_test,B2,1,0.27,0.0,6204,7858,3492,0.4443878849580046,0.6333010960670535,0.3002901353965184,7858,0.23708322728429626,0.1642488716956802,0.768214055448098,1.733397807865893,1.0,3092,0.498388136686009,1510,0.4883570504527814,4766,0.768214055448098,1982,0.41586235837180024
official_test,B2,1,0.28,0.0,6204,7728,3441,0.4452639751552795,0.6228239845261122,0.2935203094777563,7728,0.23563664596273293,0.16215344938749193,0.7591876208897486,1.7543520309477756,1.0,3018,0.4864603481624758,1476,0.48906560636182905,4710,0.7591876208897486,1965,0.4171974522292994
official_test,B2,1,0.29,0.0,6204,7595,3395,0.4470046082949309,0.6121050934880722,0.28803997421018696,7595,0.23528637261356156,0.16021921341070278,0.7487105093488072,1.7757898130238556,1.0,2950,0.4754996776273372,1454,0.4928813559322034,4645,0.7487105093488072,1941,0.41786867599569427
official_test,B2,1,0.3,0.0,6204,7466,3350,0.44870077685507637,0.6017085751128304,0.28255963894261765,7466,0.2347977497990892,0.1579626047711154,0.7382333978078659,1.7965828497743392,1.0,2886,0.46518375241779497,1424,0.4934164934164934,4580,0.7382333978078659,1926,0.42052401746724893
official_test,B2,1,0.31,0.0,6204,7354,3300,0.4487353821049769,0.592682140554481,0.2767569310122502,7354,0.23347837911340766,0.15554480980012894,0.7285622179239201,1.814635718891038,1.0,2834,0.4568020631850419,1398,0.49329569513055754,4520,0.7285622179239201,1902,0.4207964601769911
official_test,B2,1,0.32,0.0,6204,7235,3242,0.4480995162404976,0.5830915538362347,0.2696647324306899,7235,0.2312370421561852,0.15232108317214701,0.718407479045777,1.8338168923275306,1.0,2778,0.44777562862669246,1368,0.4924406047516199,4457,0.718407479045777,1874,0.4204621943010994
official_test,B2,1,0.33,0.0,6204,7074,3178,0.4492507774950523,0.5701160541586073,0.263217279174726,7074,0.23084534916595986,0.14958091553836234,0.7040618955512572,1.8597678916827853,1.0,2706,0.43617021276595747,1342,0.4959349593495935,4368,0.7040618955512572,1836,0.42032967032967034
official_test,B2,1,0.34,0.0,6204,6925,3114,0.4496750902527076,0.5581076724693746,0.2562862669245648,6925,0.2296028880866426,0.14748549323017407,0.6926176660219213,1.8837846550612507,1.0,2628,0.42359767891682787,1310,0.4984779299847793,4297,0.6926176660219213,1804,0.4198277868280195
official_test,B2,1,0.35,0.0,6204,6796,3065,0.45100058858151854,0.5477111540941328,0.25128949065119277,6796,0.22939964685108888,0.14490651192778853,0.6795615731785944,1.9045776918117343,1.0,2580,0.4158607350096712,1286,0.49844961240310076,4216,0.6795615731785944,1779,0.4219639468690702
official_test,B2,1,0.36,0.0,6204,6644,3009,0.4528898254063817,0.5354609929078015,0.24580915538362347,6644,0.22953040337146297,0.14184397163120568,0.6656995486782721,1.929078014184397,1.0,2514,0.40522243713733075,1264,0.5027844073190135,4130,0.6656995486782721,1745,0.4225181598062954
official_test,B2,1,0.37,0.0,6204,6507,2949,0.4532042415859843,0.5244197292069632,0.23952288845905867,6507,0.22836944828646075,0.1387814313346228,0.6532882011605415,1.9511605415860735,1.0,2454,0.3955512572533849,1236,0.5036674816625917,4053,0.6532882011605415,1713,0.4226498889711325
official_test,B2,1,0.38,0.0,6204,6368,2885,0.4530464824120603,0.513217279174726,0.2330754352030948,6368,0.22707286432160803,0.13571889103803997,0.6395873629916183,1.973565441650548,1.0,2400,0.38684719535783363,1208,0.5033333333333333,3968,0.6395873629916183,1677,0.42263104838709675
official_test,B2,1,0.39,0.0,6204,6230,2807,0.45056179775280897,0.5020954223081883,0.22856221792392006,6230,0.2276083467094703,0.1339458413926499,0.6263700838168923,1.9958091553836235,1.0,2344,0.3778207607994842,1174,0.5008532423208191,3886,0.6263700838168923,1633,0.4202264539372105
official_test,B2,1,0.4,0.0,6204,6143,2775,0.4517336806120788,0.49508381689232756,0.22275950999355254,6143,0.22497151229041185,0.13152804642166344,0.619116698903933,2.009832366215345,1.0,2302,0.3710509348807221,1154,0.5013032145960035,3841,0.619116698903933,1621,0.4220255141890133
